date,spx,mar,hlt,hst,mgm,lvs,spxChange,marChange,hltChange,hstChange,mgmChange,lvsChange
"June 9, 2022","4,017.82",167.65,135.8,19.91,34.32,35.29,-0.159124680314934000000000000,0.015629732840613100000000000,-0.129208079512664000000000000,0.138364779874214000000000000,-0.238010657193606000000000000,-0.071804313519200500000000000
"June 10, 2022","3,900.86",159.87,127.47,18.64,31.78,33.5,-0.183602824530047000000000000,-0.031501787120615400000000000,-0.182622635460083000000000000,0.065751858204688500000000000,-0.294404973357016000000000000,-0.118884797475013000000000000
"June 13, 2022","3,749.63",152.1,120.85,17.13,28.63,30.6,-0.215253215686439000000000000,-0.078572726721996700000000000,-0.225072138505931000000000000,-0.020583190394511100000000000,-0.364342806394316000000000000,-0.195160441872699000000000000
"June 14, 2022","3,735.48",152.22,119.14,17.18,29.4,32.27,-0.218214619077716000000000000,-0.077845762403828600000000000,-0.236037191407502000000000000,-0.017724413950829000000000000,-0.347246891651865000000000000,-0.151236191478169000000000000
"June 15, 2022","3,789.99",154.8,121.89,17.61,30.06,32.64,-0.206806414211388000000000000,-0.062216029563215500000000000,-0.218403334402052000000000000,0.006861063464837110000000000,-0.332593250444050000000000000,-0.141504471330879000000000000
"June 16, 2022","3,666.77",145.16,115.42,16.66,27.39,30.87,-0.232594691658260000000000000,-0.120615496456049000000000000,-0.259890990702148000000000000,-0.047455688965122800000000000,-0.391873889875666000000000000,-0.188058916359811000000000000
"June 17, 2022","3,674.84",145.23,116.28,16.2,27.95,31.67,-0.230905749936168000000000000,-0.120191433937118000000000000,-0.254376402693171000000000000,-0.073756432246998200000000000,-0.379440497335702000000000000,-0.167017359284587000000000000
"June 21, 2022","3,764.79",141.58,114.44,16.47,27.67,31.71,-0.212080432971826000000000000,-0.142303265281396000000000000,-0.266175056107727000000000000,-0.058319039451114900000000000,-0.385657193605684000000000000,-0.165965281430826000000000000
"June 22, 2022","3,759.89",136.46,112.02,15.7,27.33,31.6,-0.213105936619689000000000000,-0.173320409523232000000000000,-0.281692850272523000000000000,-0.102344196683819000000000000,-0.393206039076377000000000000,-0.168858495528669000000000000
"June 23, 2022","3,795.73",133.06,110.52,15.4,27.17,31.58,-0.205605109938177000000000000,-0.193917731871327000000000000,-0.291311317730042000000000000,-0.119496855345912000000000000,-0.396758436944938000000000000,-0.169384534455550000000000000
"June 24, 2022","3,911.74",139.39,116.71,16.09,30.24,33.43,-0.181325787858874000000000000,-0.155570364087963000000000000,-0.251619108688682000000000000,-0.080045740423098800000000000,-0.328596802841918000000000000,-0.120725933719095000000000000
"June 27, 2022","3,900.11",140.19,117.03,16.02,30.03,33.17,-0.183759789374108000000000000,-0.150723935300176000000000000,-0.249567168964412000000000000,-0.084048027444253800000000000,-0.333259325044405000000000000,-0.127564439768543000000000000
"June 28, 2022","3,821.55",138.69,115.28,16.13,29.88,34.51,-0.200201333573315000000000000,-0.159810989277276000000000000,-0.260788714331516000000000000,-0.077758719268153200000000000,-0.336589698046181000000000000,-0.092319831667543500000000000
"June 29, 2022","3,818.83",137.73,113.06,15.7,29.17,33.61,-0.200770592741109000000000000,-0.165626703822621000000000000,-0.275024046168644000000000000,-0.102344196683819000000000000,-0.352353463587922000000000000,-0.115991583377170000000000000
"June 30, 2022","3,785.38",136.01,111.44,15.68,28.95,33.59,-0.207771224786214000000000000,-0.176046525716363000000000000,-0.285411991022764000000000000,-0.103487707261292000000000000,-0.357238010657194000000000000,-0.116517622304050000000000000
"July 1, 2022","3,825.33",139.18,112.99,15.71,30,35.28,-0.199410230759249000000000000,-0.156842551644757000000000000,-0.275472907983328000000000000,-0.101772441395083000000000000,-0.333925399644760000000000000,-0.072067332982640800000000000
"July 5, 2022","3,831.39",138.69,112.03,15.82,30.36,34.76,-0.198141954819239000000000000,-0.159810989277276000000000000,-0.281628727156140000000000000,-0.095483133218982200000000000,-0.325932504440497000000000000,-0.085744345081536200000000000
"July 6, 2022","3,845.08",135.65,109.75,15.47,29.54,34.7,-0.195276823198985000000000000,-0.178227418670867000000000000,-0.296248797691568000000000000,-0.115494568324757000000000000,-0.344138543516874000000000000,-0.087322461862177800000000000
"July 7, 2022","3,902.62",138.68,113.9,16.11,29.75,35.33,-0.183234480362652000000000000,-0.159871569637124000000000000,-0.269637704392433000000000000,-0.078902229845626000000000000,-0.339476021314387000000000000,-0.070752235665439400000000000
"July 8, 2022","3,899.38",137.8,111.59,15.95,29.34,34.38,-0.183912568488994000000000000,-0.165202641303689000000000000,-0.284450144277012000000000000,-0.088050314465408800000000000,-0.348579040852575000000000000,-0.095739084692267200000000000
"July 11, 2022","3,854.43",137.76,111.59,15.74,28.4,32.21,-0.193319994809696000000000000,-0.165444962743079000000000000,-0.284450144277012000000000000,-0.100057175528874000000000000,-0.369449378330373000000000000,-0.152814308258811000000000000
"July 12, 2022","3,818.80",139.12,112.64,15.94,28.91,33.25,-0.200776871334871000000000000,-0.157206033803841000000000000,-0.277717217056749000000000000,-0.088622069754145200000000000,-0.358126110124334000000000000,-0.125460284061021000000000000
"July 13, 2022","3,801.78",140.8,114.12,15.87,29.04,33.23,-0.204338926862754000000000000,-0.147028533349488000000000000,-0.268226995831997000000000000,-0.092624356775300100000000000,-0.355239786856128000000000000,-0.125986322987901000000000000
"July 14, 2022","3,790.38",140.78,113.31,15.71,28.43,34.25,-0.206724792492476000000000000,-0.147149694069183000000000000,-0.273420968259057000000000000,-0.101772441395083000000000000,-0.368783303730018000000000000,-0.099158337716991100000000000
"July 15, 2022","3,863.16",143.35,116.34,15.96,29.23,34.53,-0.191492924024830000000000000,-0.131580541588417000000000000,-0.253991663994870000000000000,-0.087478559176672300000000000,-0.351021314387211000000000000,-0.091793792740662800000000000
"July 18, 2022","3,830.85",144.59,117.42,16.35,29.51,34.65,-0.198254969506963000000000000,-0.124068576967347000000000000,-0.247066367425457000000000000,-0.065180102915951800000000000,-0.344804618117229000000000000,-0.088637559179379400000000000
"July 19, 2022","3,936.69",150.92,121.41,17.12,30.46,35.53,-0.176104090713123000000000000,-0.085721209183982600000000000,-0.221481243988458000000000000,-0.021154945683247400000000000,-0.323712255772647000000000000,-0.065491846396633400000000000
"July 20, 2022","3,959.90",152.6,122.69,17.34,31.29,37.08,-0.171246552005592000000000000,-0.075543708729629800000000000,-0.213273485091375000000000000,-0.008576329331046230000000000,-0.305284191829485000000000000,-0.024723829563387800000000000
"July 21, 2022","3,998.95",151,121.97,17.22,31.44,39.52,-0.163073915791501000000000000,-0.085236566305203800000000000,-0.217890349470984000000000000,-0.015437392795883300000000000,-0.301953818827709000000000000,0.039452919516044200000000000
"July 22, 2022","3,961.63",150.91,120.83,16.92,30.94,38.99,-0.170884486431959000000000000,-0.085781789543829900000000000,-0.225200384738698000000000000,-0.032590051457975800000000000,-0.313055062166963000000000000,0.025512887953708500000000000
"July 25, 2022","3,966.84",152.99,122.19,17.3,30.78,38.85,-0.169794103981884000000000000,-0.073181074695583600000000000,-0.216479640910548000000000000,-0.010863350485991900000000000,-0.316607460035524000000000000,0.021830615465544400000000000
"July 26, 2022","3,921.05",151.04,120.22,16.94,29.93,38.22,-0.179377330927934000000000000,-0.084994244865814500000000000,-0.229111894838089000000000000,-0.031446540880503000000000000,-0.335479573712256000000000000,0.005260389268805780000000000
"July 27, 2022","4,023.61",157.6,129.25,17.59,31.41,38.97,-0.157912911718786000000000000,-0.045253528805961100000000000,-0.171208720743828000000000000,0.005717552887364290000000000,-0.302619893428064000000000000,0.024986849026827900000000000
"July 28, 2022","4,072.43",158.09,128,17.91,32.61,38.52,-0.147695546802731000000000000,-0.042285091173441500000000000,-0.179224110291760000000000000,0.024013722126929800000000000,-0.275976909413854000000000000,0.013150973172014700000000000
"July 29, 2022","4,130.29",158.82,128.07,17.81,32.73,37.69,-0.135586232299598000000000000,-0.037862724904585900000000000,-0.178775248477076000000000000,0.018296169239565500000000000,-0.273312611012433000000000000,-0.008679642293529860000000000
"August 1, 2022","4,118.63",159.57,128.69,17.84,32.84,37.77,-0.138026512408594000000000000,-0.033319197916035600000000000,-0.174799615261302000000000000,0.020011435105774800000000000,-0.270870337477797000000000000,-0.006575486586007360000000000
"August 2, 2022","4,091.19",158.24,128.68,17.3,33.06,38.15,-0.143769332836627000000000000,-0.041376385775731400000000000,-0.174863738377685000000000000,-0.010863350485991900000000000,-0.265985790408526000000000000,0.003419253024723710000000000
"August 3, 2022","4,155.17",159.34,130.97,17.34,34.2,38.96,-0.130379185205959000000000000,-0.034712546192524300000000000,-0.160179544725874000000000000,-0.008576329331046230000000000,-0.240674955595027000000000000,0.024723829563387600000000000
"August 4, 2022","4,151.94",158.99,131.05,17.68,35.45,39.3,-0.131055180467714000000000000,-0.036832858787181100000000000,-0.159666559794806000000000000,0.010863350485992100000000000,-0.212921847246892000000000000,0.033666491320357500000000000
"August 5, 2022","4,145.19",157.01,130.32,17.97,34.71,38.37,-0.132467864064259000000000000,-0.048827770036954000000000000,-0.164347547290798000000000000,0.027444253859348200000000000,-0.229351687388988000000000000,0.009205681220410160000000000
"August 8, 2022","4,140.06",158.27,130.72,18.12,34.5,37.19,-0.133541503597634000000000000,-0.041194644696189400000000000,-0.161782622635460000000000000,0.036020583190394700000000000,-0.234014209591474000000000000,-0.021830615465544600000000000
"August 9, 2022","4,122.47",158.79,131.45,18.22,33.92,36.9,-0.137222852407004000000000000,-0.038044465984128000000000000,-0.157101635139468000000000000,0.041738136077758700000000000,-0.246891651865009000000000000,-0.029458179905313100000000000
"August 10, 2022","4,210.24",161.24,133.66,18.74,34.48,36.65,-0.118853779922732000000000000,-0.023202277821530200000000000,-0.142930426418724000000000000,0.071469411092052600000000000,-0.234458259325044000000000000,-0.036033666491320500000000000
"August 11, 2022","4,207.27",161.13,134.69,19.16,34.91,37.69,-0.119475360705212000000000000,-0.023868661779851000000000000,-0.136325745431228000000000000,0.095483133218982400000000000,-0.224911190053286000000000000,-0.008679642293529860000000000
"August 12, 2022","4,280.15",164.07,137.44,19.53,35.6,38.67,-0.104222563591691000000000000,-0.006058035984733750000000000,-0.118691888425777000000000000,0.116638078902230000000000000,-0.209591474245115000000000000,0.017096265123619100000000000
"August 15, 2022","4,297.14",163.18,137.02,19.19,35.54,38.69,-0.100666786657570000000000000,-0.011449688011146700000000000,-0.121385059313883000000000000,0.097198399085191700000000000,-0.210923623445826000000000000,0.017622304050499600000000000
"August 16, 2022","4,305.20",166.24,139.02,19.52,36.17,38.28,-0.098979937800064600000000000,0.007087902102138580000000000,-0.108560436037191000000000000,0.116066323613494000000000000,-0.196936056838366000000000000,0.006838506049447610000000000
"August 17, 2022","4,274.04",163.57,137.46,19.35,35.01,37.45,-0.105501303854638000000000000,-0.009087053977100620000000000,-0.118563642193010000000000000,0.106346483704974000000000000,-0.222690941385435000000000000,-0.014992109416096800000000000
"August 18, 2022","4,283.74",165.05,138.77,19.55,35.62,37.72,-0.103471225204787000000000000,-0.000121160719694565000000000,-0.110163513946778000000000000,0.117781589479703000000000000,-0.209147424511545000000000000,-0.007890583903208950000000000
"August 19, 2022","4,228.48",161.38,135.48,18.78,34.73,37.63,-0.115036394915176000000000000,-0.022354152783667500000000000,-0.131260019236935000000000000,0.073756432246998400000000000,-0.228907637655417000000000000,-0.010257759074171500000000000
"August 22, 2022","4,137.99",157.92,131.58,18.4,33.77,36.6,-0.133974726567242000000000000,-0.043314957290846300000000000,-0.156268034626483000000000000,0.052029731275014300000000000,-0.250222024866785000000000000,-0.037348763808521900000000000
"August 23, 2022","4,128.73",158.64,132.28,18.46,34.3,36.88,-0.135912719175244000000000000,-0.038953171381838000000000000,-0.151779416479641000000000000,0.055460263007433000000000000,-0.238454706927176000000000000,-0.029984218832193600000000000
"August 24, 2022","4,140.77",159.93,133.3,18.7,34.67,37.87,-0.133392910211923000000000000,-0.031138304961531400000000000,-0.145238858608528000000000000,0.069182389937107000000000000,-0.230239786856128000000000000,-0.003945291951604570000000000
"August 25, 2022","4,199.12",162.67,136.08,19.13,35.22,39.07,-0.121181045344004000000000000,-0.014539286363361000000000000,-0.127412632253927000000000000,0.093767867352773100000000000,-0.218028419182948000000000000,0.027617043661230900000000000
"August 26, 2022","4,057.66",156.69,131.09,18.24,33.58,37.93,-0.150786707798432000000000000,-0.050766341552068800000000000,-0.159410067329272000000000000,0.042881646655231600000000000,-0.254440497335702000000000000,-0.002367175170962740000000000
"August 29, 2022","4,030.61",155.72,129.47,17.97,33.75,37.89,-0.156447906507553000000000000,-0.056642636457260500000000000,-0.169798012183392000000000000,0.027444253859348200000000000,-0.250666074600355000000000000,-0.003419253024723900000000000
"August 30, 2022","3,986.16",153.34,126.83,17.87,32.96,36.65,-0.165750689598882000000000000,-0.071060762100926800000000000,-0.186726514908625000000000000,0.021726700971984100000000000,-0.268206039076377000000000000,-0.036033666491320500000000000
"August 31, 2022","3,955.00",153.74,127.36,17.77,32.64,37.63,-0.172272055653455000000000000,-0.068637547707033300000000000,-0.183327989740301000000000000,0.016009148084619900000000000,-0.275310834813499000000000000,-0.010257759074171500000000000
"September 1, 2022","3,966.85",153.95,127.67,17.37,32.45,36.7,-0.169792011117297000000000000,-0.067365360150239300000000000,-0.181340173132414000000000000,-0.006861063464836900000000000,-0.279529307282416000000000000,-0.034718569174118900000000000
"September 2, 2022","3,924.26",154.23,127.49,17.26,32.86,36.21,-0.178705521395355000000000000,-0.065669110074513900000000000,-0.182494389227316000000000000,-0.013150371640937500000000000,-0.270426287744227000000000000,-0.047606522882693400000000000
"September 6, 2022","3,908.19",152.37,126.87,17,32.77,35.45,-0.182068754787428000000000000,-0.076937057006118600000000000,-0.186470022443091000000000000,-0.028016009148084500000000000,-0.272424511545293000000000000,-0.067596002104155700000000000
"September 7, 2022","3,979.87",157.6,131.18,17.64,33.59,36.4,-0.167067101424404000000000000,-0.045253528805961100000000000,-0.158832959281821000000000000,0.008576329331046440000000000,-0.254218472468916000000000000,-0.042609153077327800000000000
"September 8, 2022","4,006.18",159.4,132.97,17.67,34.06,37.65,-0.161560774694756000000000000,-0.034349064033440300000000000,-0.147354921449182000000000000,0.010291595197255800000000000,-0.243783303730018000000000000,-0.009731720147291020000000000
"September 9, 2022","4,067.36",162.36,135.91,18.24,35.06,38.17,-0.148756629148581000000000000,-0.016417277518628300000000000,-0.128502725232446000000000000,0.042881646655231600000000000,-0.221580817051510000000000000,0.003945291951604380000000000
"September 12, 2022","4,110.41",163.78,136.65,18.49,36.05,38.75,-0.139746847099499000000000000,-0.007814866420306490000000000,-0.123757614620070000000000000,0.057175528873642100000000000,-0.199600355239787000000000000,0.019200420831141400000000000
"September 13, 2022","3,932.69",157.88,130.46,17.88,33.87,37.84,-0.176941236548113000000000000,-0.043557278730235600000000000,-0.163449823661430000000000000,0.022298456260720400000000000,-0.248001776198934000000000000,-0.004734350341925290000000000
"September 14, 2022","3,946.01",162.54,134.83,18.32,34.02,38.15,-0.174153540917596000000000000,-0.015326831041376400000000000,-0.135428021801859000000000000,0.047455688965123000000000000,-0.244671403197158000000000000,0.003419253024723710000000000
"September 15, 2022","3,901.35",162.51,135.24,18.13,34.43,39.69,-0.183500274165261000000000000,-0.015508572120918400000000000,-0.132798974030138000000000000,0.036592338479131000000000000,-0.235568383658970000000000000,0.043924250394529000000000000
"September 16, 2022","3,873.33",154.92,130.8,17.77,33.36,38.64,-0.189364480739367000000000000,-0.061489065245047600000000000,-0.161269637704392000000000000,0.016009148084619900000000000,-0.259325044404973000000000000,0.016307206733298200000000000
"September 19, 2022","3,899.89",157.36,132.3,17.82,34.36,38.82,-0.183805832395032000000000000,-0.046707457442297100000000000,-0.151651170246874000000000000,0.018867924528302000000000000,-0.237122557726465000000000000,0.021041557075223500000000000
"September 20, 2022","3,855.93",157.01,131.68,17.7,34.57,39.28,-0.193006065121575000000000000,-0.048827770036954000000000000,-0.155626803462648000000000000,0.012006861063464900000000000,-0.232460035523979000000000000,0.033140452393477100000000000
"September 21, 2022","3,789.93",148.17,124.63,16.8,32.78,36.62,-0.206818971398913000000000000,-0.102380808142000000000000000,-0.200833600512985000000000000,-0.039451114922812900000000000,-0.272202486678508000000000000,-0.036822724881641400000000000
"September 22, 2022","3,757.99",140.11,119.42,16.19,30.61,35.29,-0.213503580891309000000000000,-0.151208578178954000000000000,-0.234241744148766000000000000,-0.074328187535734500000000000,-0.320381882770870000000000000,-0.071804313519200500000000000
"September 23, 2022","3,693.23",137.48,118.33,15.82,30.05,35.47,-0.227056971959800000000000000,-0.167141212818804000000000000,-0.241231163834562000000000000,-0.095483133218982200000000000,-0.332815275310835000000000000,-0.067069963177275200000000000
"September 26, 2022","3,655.04",136.22,117.48,15.52,29.99,39.66,-0.235049621819369000000000000,-0.174774338159569000000000000,-0.246681628727156000000000000,-0.112635791881075000000000000,-0.334147424511545000000000000,0.043135192004208100000000000
"September 27, 2022","3,647.29",138.68,118.17,15.76,29.98,39.72,-0.236671591874663000000000000,-0.159871569637124000000000000,-0.242257133696698000000000000,-0.098913664951400700000000000,-0.334369449378330000000000000,0.044713308784850000000000000
"September 28, 2022","3,719.04",143.82,123.67,16.55,30.62,39.71,-0.221655288459526000000000000,-0.128733264675592000000000000,-0.206989419685797000000000000,-0.053744997141223400000000000,-0.320159857904085000000000000,0.044450289321409700000000000
"September 29, 2022","3,640.47",140.51,121.86,15.79,29.99,38.53,-0.238098925523321000000000000,-0.148785363785061000000000000,-0.218595703751202000000000000,-0.097198399085191500000000000,-0.334147424511545000000000000,0.013413992635455000000000000
"September 30, 2022","3,585.62",140.14,120.62,15.88,29.72,37.52,-0.249578287785624000000000000,-0.151026837099412000000000000,-0.226546970182751000000000000,-0.092052601486563600000000000,-0.340142095914742000000000000,-0.013150973172014700000000000
"October 3, 2022","3,678.43",140.8,121.77,16.37,30.61,38.6,-0.230154411549264000000000000,-0.147028533349488000000000000,-0.219172811798653000000000000,-0.064036592338479000000000000,-0.320381882770870000000000000,0.015255128879537000000000000
"October 4, 2022","3,790.93",147.56,125.97,16.85,32.88,42,-0.206609684940165000000000000,-0.106076210092688000000000000,-0.192241102917602000000000000,-0.036592338479130800000000000,-0.269982238010657000000000000,0.104681746449237000000000000
"October 5, 2022","3,783.28",147.18,125.92,16.73,33.58,42.62,-0.208210726349584000000000000,-0.108378263766887000000000000,-0.192561718499519000000000000,-0.043453401943967900000000000,-0.254440497335702000000000000,0.120988953182535000000000000
"October 6, 2022","3,744.52",144.07,123.35,16.56,33.32,43.07,-0.216322669490639000000000000,-0.127218755679409000000000000,-0.209041359410067000000000000,-0.053173241852487100000000000,-0.260213143872114000000000000,0.132824829037349000000000000
"October 7, 2022","3,639.66",141.5,121.37,16.3,32.68,42.5,-0.238268447554906000000000000,-0.142787908160174000000000000,-0.221737736453992000000000000,-0.068038879359634000000000000,-0.274422735346359000000000000,0.117832719621252000000000000
"October 10, 2022","3,612.39",140.5,120.33,16.34,31.42,39.29,-0.243975689284952000000000000,-0.148845944144908000000000000,-0.228406540557871000000000000,-0.065751858204688300000000000,-0.302397868561279000000000000,0.033403471856917300000000000
"October 11, 2022","3,588.84",138.79,117.88,16.53,30.56,36.36,-0.248904385388457000000000000,-0.159205185678803000000000000,-0.244116704071818000000000000,-0.054888507718696300000000000,-0.321492007104796000000000000,-0.043661230931089000000000000
"October 12, 2022","3,577.03",141.87,121,16.62,30.89,36.5,-0.251376058466265000000000000,-0.140546434845823000000000000,-0.224110291760179000000000000,-0.049742710120068500000000000,-0.314165186500888000000000000,-0.039978958442924900000000000
"October 13, 2022","3,669.91",143.22,123.1,16.83,30.72,35.75,-0.231937532177793000000000000,-0.132368086266432000000000000,-0.210644437319654000000000000,-0.037735849056603800000000000,-0.317939609236234000000000000,-0.059705418200946900000000000
"October 14, 2022","3,583.07",143.53,122.58,16.81,30.64,35.22,-0.250111968255430000000000000,-0.130490095111165000000000000,-0.213978839371593000000000000,-0.038879359634076600000000000,-0.319715808170515000000000000,-0.073645449763282600000000000
"October 17, 2022","3,677.95",147.85,126.41,17.38,32.25,35.69,-0.230254869049463000000000000,-0.104319379657115000000000000,-0.189419685796730000000000000,-0.006289308176100600000000000,-0.283969804618117000000000000,-0.061283534981588800000000000
"October 18, 2022","3,719.98",149.99,128.6,17.65,32.57,35.85,-0.221458559188303000000000000,-0.091355182649784800000000000,-0.175376723308753000000000000,0.009148084619782740000000000,-0.276865008880995000000000000,-0.057075223566544000000000000
"October 19, 2022","3,695.16",149.99,128.7,17.53,32.46,35.6,-0.226653049094418000000000000,-0.091355182649784800000000000,-0.174735492144918000000000000,0.002287021154945840000000000,-0.279307282415631000000000000,-0.063650710152551300000000000
"October 20, 2022","3,665.78",147.52,126.55,17.24,32.46,37.59,-0.232801885252420000000000000,-0.106318531532077000000000000,-0.188521962167361000000000000,-0.014293882218410500000000000,-0.279307282415631000000000000,-0.011309836927932700000000000
"October 21, 2022","3,752.75",153.49,131.23,17.84,33.92,39.07,-0.214600241935146000000000000,-0.070152056703216700000000000,-0.158512343699904000000000000,0.020011435105774800000000000,-0.246891651865009000000000000,0.027617043661230900000000000
"October 24, 2022","3,797.34",154.98,130.63,17.84,33.97,35.05,-0.205268158739593000000000000,-0.061125583085963600000000000,-0.162359730682911000000000000,0.020011435105774800000000000,-0.245781527531083000000000000,-0.078116780641767600000000000
"October 25, 2022","3,859.11",155.43,130.64,18,34.19,34.77,-0.192340534182757000000000000,-0.058399466892833300000000000,-0.162295607566528000000000000,0.029159519725557600000000000,-0.240896980461812000000000000,-0.085481325618095700000000000
"October 26, 2022","3,830.60",155.04,129.99,18.1,34.33,35.47,-0.198307291121650000000000000,-0.060762100926879500000000000,-0.166463610131452000000000000,0.034877072612921800000000000,-0.237788632326821000000000000,-0.067069963177275200000000000
"October 27, 2022","3,807.30",156.25,133.4,18.51,34.5,35.05,-0.203183665610468000000000000,-0.053431877385351600000000000,-0.144597627444694000000000000,0.058319039451115100000000000,-0.234014209591474000000000000,-0.078116780641767600000000000
"October 28, 2022","3,901.06",159.65,134.64,18.65,35.96,37.09,-0.183560967238298000000000000,-0.032834555037256800000000000,-0.136646361013145000000000000,0.066323613493424800000000000,-0.201598579040853000000000000,-0.024460810099947400000000000
"October 31, 2022","3,871.98",160.11,135.26,18.88,35.57,38.01,-0.189647017458676000000000000,-0.030047858484279300000000000,-0.132670727797371000000000000,0.079473985134362500000000000,-0.210257548845471000000000000,-0.000263019463440429000000000
"November 1, 2022","3,856.10",160.07,133.74,18.86,35.94,38.64,-0.192970486423587000000000000,-0.030290179923668700000000000,-0.142417441487656000000000000,0.078330474556889700000000000,-0.202042628774423000000000000,0.016307206733298200000000000
"November 2, 2022","3,759.69",152.99,129.73,18,35.11,38.18,-0.213147793911438000000000000,-0.073181074695583600000000000,-0.168130811157422000000000000,0.029159519725557600000000000,-0.220470692717584000000000000,0.004208311415044620000000000
"November 3, 2022","3,719.89",146.48,128.5,16.99,31.41,37.85,-0.221477394969591000000000000,-0.112618888956200000000000000,-0.176017954472587000000000000,-0.028587764436821000000000000,-0.302619893428064000000000000,-0.004471330878485050000000000
"November 4, 2022","3,770.55",148.96,130.01,17.2,33.84,40.24,-0.210874942969440000000000000,-0.097594959714060600000000000,-0.166335363898685000000000000,-0.016580903373356200000000000,-0.248667850799289000000000000,0.058390320883745400000000000
"November 7, 2022","3,806.80",148.35,128.87,17.17,34.19,40.7,-0.203288308839841000000000000,-0.101290361664748000000000000,-0.173645399166399000000000000,-0.018296169239565300000000000,-0.240896980461812000000000000,0.070489216201998900000000000
"November 8, 2022","3,828.11",150.5,130.83,17.25,34.49,40.66,-0.198828414403931000000000000,-0.088265584297570700000000000,-0.161077268355242000000000000,-0.013722126929674000000000000,-0.234236234458259000000000000,0.069437138348237600000000000
"November 9, 2022","3,748.57",149.57,129.89,16.8,33.56,39.95,-0.215475059332711000000000000,-0.093899557763373100000000000,-0.167104841295287000000000000,-0.039451114922812900000000000,-0.254884547069272000000000000,0.050762756443976800000000000
"November 10, 2022","3,956.37",157.98,136.62,18.13,35.31,41.05,-0.171985333204971000000000000,-0.042951475131762300000000000,-0.123949983969221000000000000,0.036592338479131000000000000,-0.216030195381883000000000000,0.079694897422409100000000000
"November 11, 2022","3,992.93",163.78,140.63,18.56,36.63,43.32,-0.164333820273161000000000000,-0.007814866420306490000000000,-0.098236614299454900000000000,0.061177815894797000000000000,-0.186722912966252000000000000,0.139400315623356000000000000
"November 14, 2022","3,957.25",159.53,138.76,18.09,36.95,43,-0.171801161121273000000000000,-0.033561519355424900000000000,-0.110227637063161000000000000,0.034305317324185300000000000,-0.179618117229130000000000000,0.130983692793267000000000000